Q19818	Q9VDK5
Q9BIG2	P16378-2
Q9U283	Q8IRK7
Q9GU68	P34563	P19211
Q7JXF5	P14907
Q19266	P19454	P32865
G5EBE3	Q9VVU4
P18334	A1Z9X0
O62106	Q12522
Q7JMZ1	G5EFQ4	P28743
H2L0J8	O76460	P31244
G5EBE2	P53258	Q9VNG9
