Q86BS6-3	Q08641
Q96K17	Q9VPR2	Q18885	Q02642
Q07152	P39567
Q92541	Q9W261	P53064
P06737	Q9XTL9	Q9N5U1
Q99NE5	Q12466	Q22366	Q9U6P7
Q9Y5A7	Q9VBQ3
P12694	Q9W4H6	O45924
Q9VL89	P38174
Q7Z6E9	Q9XZ21	O62235	P35728
Q64221	Q9W4I4
Q5VZE5	Q9W1A2	Q02197
Q9VUJ0	P52709	P07236
P40036	Q86XI6	Q9VUF3
P40345	Q8NCC3	Q9I7L9
G5EGN2	Q9VA93	O00767	P21147
Q9Z2E1	Q8WWY6	Q9V424
Q5SW45	Q9VF59	Q9BPU9	Q9N423
Q9UKJ1	Q2YFS3
Q05BQ5	Q9VK33
Q0VDG4	Q9VI64
O94856	G5EF96	P13595	P16621
Q9QYK7	Q9H0F5	Q9VI20	Q17573
P07203	Q4V6H2	P40581
P54296	Q967D7
Q7LAP4	P49764
Q8TBK2	Q9BPP1	Q12504
Q9UJM3	Q99JZ7
P09457	P91283	P48047	Q24439
Q03308	Q9H269	Q9VHG1
Q8MLW7	G5EE07
Q9H361	Q9VT98
H2KZV9	Q96NE9	P46150-2
P09429	Q05344	O01683	Q04636
O60488	Q9VDU3	P30624
Q9NYA4	Q8SZY7
Q8TD20	Q9VI78	P54854
P39010	P07207	P23142
Q2TB18	Q9VPW1
P53043	Q21746	Q9VPN5	Q9H6T3
P51654	Q24114
P45976	Q9VN31	Q6UN15	O16293
Q9NPF4	Q9VV41	P36132
O14925	Q8MRW1	P32897
H2L091	Q9HBL0	Q9VRS2
P32381	Q9VWE8
Q8IZ07	Q7K4M9
O75717	P40055
P47089	O43583	Q9VX98
Q18223	Q99619	Q9VMV3
Q15906	Q9VKM6	Q93230
P98172	P52800
G5EBG0	Q86X24	P20050
Q9N5D3	O77086	Q91ZZ2	Q07889
Q92817	E9Q557	A1Z9I9
Q16773	Q9VYD9	Q93703	P52893
Q9P104	Q8MT60
Q6P587	P34673	Q9VDE2	P53889
Q9UKL6	Q9VJZ2
Q5T160	Q9D0I9	Q19825	P38714
Q8IQA6	Q9R190	Q19306
P24534	O96827	P34460	P32471
O60671	G5EC44
Q5XJY4	A1Z8R8
Q9BWU1	P18961
P53420	Q22183
O94769	Q9VKG1
P31939	Q95RT1	P54113
Q9VC54	Q8N2M8	Q19854
Q86NC1	P06738
Q8NAV1	Q7JVL3
O15069	Q9VPV7
Q22992	Q9P2N6	A1Z9L0
Q9Y294	Q19326	Q9V464	P32447
Q86PI6	Q24142
P31947	P68510	Q95ZT1
A1ZAX1	O02328	B5ME19	P32497
O18683	P46941	P27986	P26450
Q9VCA9	P34525	Q12133
Q0KIA2	H2KZ15
Q96HH9	Q06681
Q12888	P70399
O18228	Q16445	Q94900
Q8IYI6	Q9VBI4
Q9U616	Q53XL7	P39726
Q9NXR1	Q9CZA6
Q9VP06	Q2TAA5	P53954
O14512	Q9VX18
Q6IQ43	P33324	O17907
Q0E9G4	Q23624
Q8N8X9	Q9VXD4
Q96ST3	P22579	A1Z927	A5JYW9
Q9H2R5	P42280
Q96BD8	Q9XWS0
Q969K3	Q62210	Q9VEM2	O44624
Q9UBW8	Q9V4S8
P09093	Q9VL01
G5EFM9	P48025	Q9VZI2	P00533
O95400	Q9NAH3
O15040	Q9VHN9
Q45VV3	Q9GZV5
Q04900	Q9R0L9
P25618	Q9VPT7	Q9UHJ9	Q9XWM2
P53994	Q13637
Q9VST0	Q9U2C9	O95947
Q60775	P51023	G5EC57
P17439	Q8IMY3	P04062	O16581
Q0E8E8	P53320
Q13137	Q3UKC1
P02835	A0A087WTJ6
P16278	Q9VGE7
Q9VB23	Q14738	O18178
Q9W1Q8	Q9UI10	P14741
Q96T55	Q9VFS9	Q21094	P40310
Q9VGL2	Q9UIH9
P50553	P09774	Q09961
A8KAH6	Q9VSX2	Q17849
Q6PL24	Q9VWD5	O62444
Q86XP3	O61815
Q2MGN0	Q16587	P46974
Q9VTL5	Q9BRS2	Q12196
Q6ZVD7	Q9VP79
Q96SI1	Q9W2F9	Q09389
P50748	O96695
Q9Y5Z7	Q9VB20	Q19981
Q9V410	G5EC23	P38853	Q96PQ7
Q03112	Q9VKQ7	P34303
Q8IUY3	P38800
Q9V3A4	Q31125	Q13433	Q9XTQ7
Q8IVP5	Q9VL16
Q9H6E5	Q91YI6	O44768	P53632	Q9VC07
Q9W245	P53070
Q8IU80	Q9VRS6
O15245	Q7KK97	P53142
P26797	P06602	P09629
O14607	Q19760	Q5NCY0	Q9VL07
Q7Z4N8	Q9VA69
G5EE33	Q02108	Q9VK51
P09455	O02323
Q08509	Q12929	G5ED33
Q9VC87	Q9XTZ1	Q969Y2	P32559
Q68J44	Q9VAB0	P40479
G5EDU6	Q96C55
G5EFF9	Q9BPX4	Q9VAD4	P12754
Q9UPU3	P40890
P13051	P12887
Q9ERB0	O95721	Q9W1I8
P48775	Q09474
Q9VDQ5	Q3MJ62	Q65XX7
O00213	Q9BKZ9
Q8MRI4	Q12429
Q9VCQ7	Q9H2L5	Q5EBH1
P25962	Q9XXU4	Q9NBC8
O75581	Q95SN5	Q09967
Q9VVZ8	Q9P0L9	Q09624
Q9NVS9	Q20939	Q9VHZ5	P38075
Q9Y5B8	Q9VH94
P70414	Q8SXS9
Q18183	Q5THJ4	Q9VAD3
Q06512	Q9BVI4	Q9W4R1
Q96GL3	Q61179
Q9ULX9	Q4QPP9
Q9V9Q7	Q22631
Q8CIE6	Q9W0B8	P53621	P40042
P38922	Q24534	Q17350	O89086	Q15427
Q7JYX5	P63027	Q9TXZ9	P33328
Q13228	Q9VFZ4
O14770	G5EFB3
Q9VCN5	Q9U3S9
Q92503	Q8SYC4	Q06705
Q07020	Q9VS34	O45946
Q9XVR7	P30665	P49735	P49736
Q9Y458	Q9VST2	Q9XVD5
Q9Y3C8	Q9CR09	Q7K1Z5	Q03598
Q19336	P25916	Q9BYE7	Q9TXC7
Q6P5X5	Q4QPU3
Q86SQ7	Q9VF13
O75553	Q8I4H0
P52332	O00506
P47093	O95777	Q9W087
O60934	Q9VT40
P32502	O76863	P34604
P55081	Q9W062
Q9U252	Q8TF01	Q86B98
Q01063	Q9VJ79
Q9VLT1	P48563
Q9NZJ0	P16649
Q9TYN3	P23255	Q6P1X5	Q24325
Q9VHN7	O17759	P33315
O75185	Q6PIC6	P38929	P90735
A8K932	A1ZAJ2	G5EGL7
O61980	O95816	Q8MQK5
Q93348	Q24248	Q9BZI1
P25205	P53091	Q26454
Q9VU95	P50277
Q93319	Q86TG1	O77262
O00341	Q21353
P06773	P32321	Q9VWA2
Q04756	O62589
Q60838	P57105	Q24008	H2KZ17
Q22190	Q9NSC2	Q9VE63
G5EBG8	Q08979
P41903	O14734	Q19781
Q8NI22	Q9VDI5	Q22159
O95476	Q7JY68	P38757
Q27272	Q9HBM6	O45784
Q9VIS4	Q06053
Q9Y5T4	P42834
P34021-2	O45756	Q9BZI0
Q12035	Q5QJE6	Q8STI6
Q9BV10	P53730
Q15223	P27573
O44156	P25789	Q9V5C6
Q9VIU5	O60308	Q03573
Q92626	Q9VEG6
Q9BW60	Q9VH55
Q7L8L6	Q9W2T3
Q60795	Q8SWW7	O14867	P34707
O95395	G5EF41
Q8IWT0	Q9VD92
P10038	Q9VWH1	P20719
Q8IXA5	P37161
P23771	B7WN96
P57721	P38199
P02792	Q9VYH1	P29391	Q9TYS3
Q9NA31	Q9UBS8	Q94981
Q496J3	Q12325	Q7K155
P39880	O45080
Q5UIP0	Q6PR54	Q9XZ34
Q9VEF5	Q08465
Q9VWJ9	Q96AZ1	P38347
Q8IPY9	Q95NM6
P53990	Q9VRY6	G5ECX8
Q96BH1	A1Z9I6
Q9VGD6	P62256	P29340
P54114	Q9VIC9	Q20780
Q8R0H9	Q9VSZ1	P38817
O94868	Q9VSU8
Q9VWH2	Q6ICB0	H2KZK4
P38082	Q03267	Q9TZ64	Q29R10	O43167
P38886	O61742	P55036	P55035
Q96MW1	Q8SYU0
O60911	P43508
A2A432	Q5BI50	Q13617
Q9U2A8	P61513	Q9VMU4
P55200	Q22795
Q99LU0	Q9HD42	Q9GYK4	P36095	Q8SXB1
P68366	P06606
P01123	Q9ERI2	G5EBS5	O76901	P51159
O95613	Q70FJ1	Q400N1
Q9BYG4	O97111	Q9NAN2
P16220	P27699
P91988	Q96CD2	P36076
G5EC36	Q9VTW3	P25791
P56381	P21306	Q9VXN2	P34539
Q7TSZ8	Q96BR9	Q9VK21
Q5T7V8	Q8IQQ4
V9HW37	P46550	P12613	P47079
Q15543	Q9VIP1	P11747
Q02793	Q9XZ19	G5EFD7
Q9W409	P54785
Q0E8K8	O17981
Q12508	Q9W2N5
Q8BX22	P39413	G5ECN8	Q8TF50
Q21192	A0A0G2JQ02	Q9VJ00
P40187	O95685
Q9UPW8	O96959
Q9Y0Z0	Q16222	P43123
Q8N196	P70178
Q9Y255	Q9V3U9	P35200
Q9NXN4	Q9VZJ4
P51816	Q9ESC8	Q9VQI9
Q9Y296	Q20100	Q03784
Q9VKR4	H0Y695	P48015
Q9HD40	Q9VNE3	Q18953
Q9Y215	Q20136
Q15326	Q8R5C8	Q7K264	O01918
O44158	Q8NEZ2	Q8R105	Q9VN88
Q08208	Q9V3T8	Q8CCS6	Q8WXF0
O44657	Q02928	Q9VFP1
Q5SYC1	Q8T9G7
Q9VAN0	Q9Y617	P33330
O75325	P20241-2
G5EFG5	P54278	O76417
P46150	P29074	O70318
P32418	Q9VDG5
P35820	Q3KNV8
P40328	Q9V3Q1
Q9VCI5	O14521	O62215
Q8MPX3	Q96KC8	Q9VHW5
O95833	Q9QYB1
Q61644	Q09989
Q9H814	Q8SYG4
P19404	Q9VVF0	Q20719
Q96TE0	P39689
Q9VQ62	O17271
Q14995	Q17905
P39722	O00212
P14091	Q9VKP6	P55956	P07267
P52633	P51692	Q24151-2	Q9NAD6
P05089	P00812
P54812	Q8SZ19	P33297	P62333
P57087	Q9VQ08
P08171	Q17541
Q3THG9	Q9W4R9	P53960
Q9XVG8	Q9W2K8
Q08743	Q9NR77	Q9W0B2
P39006	Q9UG56	Q9VCE0
Q8SX37	O14735	P06197
P62823	O01803	P48555	P61224
Q96DG6	P39721
Q9VYI5	P18408
P54707	P39524	Q9V4C7
P80404	Q18040	P07991
I6L9D0	Q9VZ97
Q9W352	Q03012	Q9BTC0	Q9XUE7
P33421	Q99643	Q9VGT9
P32189	Q9VZV9	Q21944	P32190
Q99567	Q9GYU8
P19211	P34563	Q9GZV4	Q9GU68
Q15835	Q9V9X8	P07263	P34183
P0C862	P35799
Q9NT62	Q9N369	Q9CPX6	P40344
P35030	Q5S248	Q9VZI5
Q9NWA0	A1ZB42
Q9VTU0	Q8N9T8	P42846
O60678	Q8INE8
Q9NRQ2	Q9VZW1	A5HBK2
G5ED66	P09082	P26367
Q49AN0	O77059	P97784	P05066
P63092	P51875	P25157
Q96AD5	Q9VUH7	Q18948
Q61781	P02538	Q19286
P25569	Q9H7D7	Q24371
P26323	G5EDL0
P49116	Q9XXL8
P24719	G5EFA4	Q9VGI4
Q9UMS0	P32860
P48065	Q61327	Q8IQQ7
Q9U2D9	P13807	Q9VFC8	P27472
Q8TBK6	Q9VF05
Q08AD1	A1ZAU8	U4PAZ9
Q9VRG7	Q8T3G2	Q9GZU7	Q07800
Q9W2F4	P22303	Q07085
P27476	O45577	P33240	Q8T6B9
P49312	P19339
Q19019	Q13191	B9EKI5	O46034
Q7K3Z3	Q9N2W5	Q9UNZ2	P34223
Q8TAE8	Q9VP13
Q19300	Q5VSL9	Q9VZQ9	P53917
E9Q5G3	P17119	Q9V4A1	P46873
Q9VPE3	P32798
P63028	P35691	Q93573	Q9VGS2	P13693
P49642	P20664	Q24317	P10363
Q10007	Q64279	Q9W4X2	P17542
Q9BWQ6	Q9VYI1	H2KY99
Q9VXT7	P20933	Q21697
Q8WUK0	Q86BN8
Q23511	P48526
P23527	P02283	Q27484	P02293
P37165	Q9W418	P0CG47	Q03919
P53919	Q96HR8	Q9VJ62	Q19788
Q01617	Q07655	Q93062	G5ECJ4
Q16594	Q05027
Q9NRG1	Q9NF11
Q96P70	Q9XZU1	P46970	Q9ERK4	Q965V4
Q86WA8	P36775
Q9UN42	Q9XUY5	Q24046
Q9VH76	O09044	O00161
O43559	Q8C180
P25355	Q9UBB4	P28658
Q7Z3C6	Q12142
O43688	Q19403	Q05521	Q9VNU1
Q09490	O95166	Q7K1J3
P51998	Q9V3D0	Q9BYD3	O17005
Q9VDQ3	Q22024	P49910
Q961N3	O44191
Q13733	P38360
Q9VM02	G5EBY5
Q96JB5	Q95SK3
Q9VDD3	P16671	O35114
O54946	Q8TA83	P40358	P25685
Q8MRK4	P33749
Q9VC94	Q14690	Q05022
Q8SWV7	P32499	Q99666	Q86G90
Q23993	Q9TXJ0	Q99J95	P49761
Q9UER7	O35613	Q9VMD0
Q00684	P81299	O60729	Q9VLW7
Q18026	Q05979
Q7RTR2	Q9VEH4
P18146	P33400	O62259	Q9VR05
O95390	Q9V4F4
P23724	Q23237	Q9XYN7	P49720
Q96EK5	Q9VMX1
P04198	Q9W4S7	P01108
P34474	Q01664	Q9V406
Q04322	B7FAS5
Q61285	P41909	Q9UBJ2
P26793	Q24558
O89100	Q9UNF0	Q86GV3
P41817	Q9N5D6	P40425	P40427	P97368
Q9VC20	Q6V1X1	P33894
Q9UQ16	P21576	Q8WQC9
P38112	Q9VHS8	Q18212	P26196
O70496	P51798	Q9VGH7	P37020
Q10953	Q02248	P18824	P35222
P25799	Q00653
Q6NVV7	Q9VHN3
Q8WVZ7	Q80U04
G5EGG8	P25301
Q99726	O35149	Q03455	Q7K3K5	O45923
Q4V5E4	P38244
O94763	Q9W148
O97067	O76387	Q9Y3E5	P34222
Q04887	Q24533	Q23045	P56693
Q22751	P48353	Q7K0W1
Q9UP83	Q9VJD3	P91151
Q9VV77	P35227	P23798
Q9NS56	Q9V8P9
Q7K581	Q9H074	Q8VE62
P34888	Q9VFX1	O14904	P22724
Q59HD9	Q7K187
P29466	P97864	O02002	G5EBM1
Q9Y3A2	P34247
P55055	Q09565
Q7JVK1	P34378
Q99943	Q9VYJ4
O60664	Q9DBG5
P23198	Q9W396	Q9U3C6
Q96HW7	Q9W3E1
Q9VUB7	Q9U370
P26927	P04814
Q8BHC1	Q9VYM8	O14807
O01894	Q9VBP9	Q8TAT6	P33755
Q7K4C2	A8K2R3	Q6ZQ88	Q9XWP6
Q12159	Q86V81	Q9V3E7	Q17561
P63087	Q9W2A5	P48454	G5ECL6
P38716	Q7JXZ2	P55216
Q01780	Q12149
Q02818	O44117
Q91VR7	Q9VEG5
P13639	P29691	P39677
Q8IUN9	H2KZ07
Q9C0C6	Q8R0W1
O76577	O00487	Q9XZ58	P43588
Q9NQP4	Q9VRL3	P53900
Q95PX7	Q9VI14
P38829	Q9H5X1	Q9VTC4	O62252
P41942	Q8N8U2	Q8MR61	Q08558
O08750	Q16649	O16213
Q96RV3	P18490
Q9VD44	G5EFM8
Q14008	Q95TZ9	G5EEM5	P46675
O14893	Q9VVX0
Q95017	P50623	Q7KNM2	P63279
P07327	Q21703	P07246
Q9V4D4	Q5VWG9	Q5HZG4
Q96EC8	O02335	P53039	Q9VQZ0
P36382	Q00977
Q9N537	Q6NXS1	Q9V3C7
Q9I7T5	Q549C5	O17287
Q9NTX5	Q9VG69
P04359	P62910	Q22716
O75964	Q9VKM3
P34662	P42766	Q9W499
O60825	Q9N590	Q06137
Q9W1A0	G5EFI7
Q9HBT8	Q9VEF1
Q9VN68	G5EEG8
Q5SW96	Q9U3A6
O44820	P32524	Q9VEP9	Q9UFQ0
Q75MR5	Q7K036	P34660
Q8NFF5	P38913
P35844	Q969R2	Q9W1D9
O95202	Q08179	P91927	Q9XVM0
Q8T0M4	Q21263
Q8INN6	Q95QM5	Q08495	Q99N69
P42701	Q60837
P18502	Q13635	P91129	Q12200
Q96DX7	Q9QXA7
Q9Y446	Q9NHP1
Q9VPT8	O95639	Q7YTG9	Q06102
Q95SD3	P53941	Q96G21
Q9W0Z5	Q9NQX5	Q93249
O00232	Q9V3Z4	Q12250
Q05329	P05031
Q8SYL1	Q9JJ66	Q6QEF8	Q06440	Q21624
G5ED14	Q3KNR5	P23758
Q9NWH9	F5GUF6
Q5VTL8	Q9VYE9
P18583	Q9VHB0	Q9TYS1
Q9Y0Y2	Q8N142	P80210
P0DJD7	O01530	P40583	Q9W5G3
O88904	P32350
O43439	Q24037
Q9QZ59	Q19291	P23023
P08397	P28789
Q6FIF0	Q9VHF4
Q6ZUA9	Q9W350
P45378	P19351	Q27371
Q9H0I9	Q95S19
Q9BWV1	Q9VMN9
Q9BXM0	Q22559
Q9NGV4	O08746	Q9NL29
Q9BY77	Q9VWQ6
Q9BTM9	P40554
Q9VKB2	Q8STE5	Q8BHL5	Q92556
Q9Y256	Q9U1H8	Q03530
Q9VWV9	Q22329
P62960	G5EDV3
Q7RTV2	Q23520
Q96M69	Q7JWP9	P32336
Q7K2D2	Q13561	Q09248
P55345	Q8SX32
Q93203	P25631	P42771	Q9VCM6
P15116	Q9VGW1
Q04828	P38715
Q16514	Q9U226	P49905	Q03761
Q5TGY1	P43564
Q9VQL1	P38705
Q10589	Q8R2Q8
Q9NJH7	G5EGT7	P32324
Q8QZS3	Q9VS33
Q2T9J0	Q9W106
Q7K115	Q8IVI9	Q18501
Q6P9R2	Q12505	Q7JQ36	O01700
Q86XI2	Q20818
I3L0A0	Q9VRL1	P53152
P09603	P07141
Q9VJZ3	P46678
Q5SR56	Q9V395	P25351
Q9VEC8	P11441	Q12285
P46683	O89019	Q9VTS9	Q8IUH5
O75354	P32621
J3KPQ4	Q9VWL9
Q9UJX6	Q9W1E5	P34514
Q18409	P16914	Q14011
P38316	O94817	Q9CQY1
Q6NXM2	P25171	P21827	Q18211
Q94165	Q62233	Q27350
Q70UQ0	Q9DBZ1
P00338	P32419	Q27888	Q95028	P06151
Q9ERR7	O60613	Q9VVJ7
Q9BQ83	Q9VN41	P38324
P46822	Q07866	O88447
O75310	O16243	Q9VG30
Q86TB9	Q9VEN9
Q9U283	Q9ULP0	Q95T61
O95551	Q9XWG3
Q8IWL3	P53193
P50747	P48445
Q96K80	Q9N3F7
Q6P9G9	A1ZBC5
P90961	P09496	Q9VWA1
P17861	A0FLQ8
P42574	O01382
Q3UIW5	Q8N5U6	P40072
P39013	Q60902	Q9NZN3
P59780	Q00381
Q9NZ94	P07140
Q9VLP3	P47224	Q9U1X4
Q9H967	Q12510
Q12446	Q17795	P70315	P42768	Q9VAT0
Q08951	Q9W388
P61236	Q9XZF0
Q8TEZ7	Q9VAS3	Q03419
P13612	O44386
Q96C10	Q95YG3
Q64355	Q14511	Q7KVE5
Q93560	Q9W4V9	O43309
Q8WUM9	Q9VTG0
Q68CP9	A1Z6M0
Q86WG5	Q9VY15
Q6ZWX6	P20459	P05198	P41374
Q7KGH1	Q22250
Q22910	Q9XZC2
O95415	Q9VZP9
Q8WZ75	Q8K1S3	Q9VTT0
Q96FT9	Q9VK67
Q9H871	Q8MSB1	O18188	P40492
A5JYT9	Q8ND82	Q960P7
Q9UPP1	Q20367
Q9VUR2	Q5TAP6	P91280	Q04500
Q15036	Q9VL28
Q07687	O44462
Q6P169	Q9VCD8	P38989
Q96F81	Q9VNJ5
Q95T37	Q20241	P48558
P70181	P48426	P38994
Q02979	Q9U2Z5	Q8SWY2	O15084
P34367	Q00963	Q8IY33	Q3TN34
P61221	Q00748	Q08972
Q13823	Q9W590	P53742
Q7L1V2	Q9BI89	P53129
Q9UL03	Q9W485
Q00449	Q9UNQ0	Q19554	P43535
P40796	P33399
Q9U2U0	Q01081	Q94535
P61168	P08099	Q20275
Q9W1T4	P26368	P90978
P21452	Q9W533
B2RDX5	P04801
Q60876	O60516	Q9XZ56
B2D6P5	Q8IU81	Q9VYL7
P54105	G5EFZ5
Q8N5T2	Q9VMT4
P38262	Q19211	Q2TAY7	Q7K0L4
Q86VR8	P54360
Q6ZVT0	Q9VB58
P55010	Q22918	Q9VXK6	P38431
Q99LQ1	Q9NS73	Q9VBX2
Q91WK7	Q7KTP7	P53355
P08761	O02089	P40029
Q9Y4Y9	O18694	Q9VRT7	P40089
Q92845	Q9VZ07
P50454	Q9V3N1
Q8T0P7	Q8NCT1	Q9GYT4
Q9Y6D9	Q95S25
O14949	Q9VVH5
Q96DN2	G5EEX3
Q01196	Q08775	Q9W349	G5EFQ5
Q96SF7	Q9U8L5	Q22292
Q0E9B6	P62280	Q20206
P32004	Q9VMN6
Q8N4S0	Q9VWA0
G5ECH7	Q9VP22	P49336
Q9VWS0	P50947	H2L057
Q9UK33	Q9VHA9	O01961
O43306	Q9VEU6
O54836	Q9H898	Q9W0R2
P35583	O17593	O15409
Q924T7	Q21021	P49792
Q18421	P48604	Q9HAV7	P38523
Q9XY35	P22289
Q06708	Q9VG59	Q08AM6	Q21225
Q3B8N2	P16045	Q94215
Q8WW22	Q9VFP0
Q9H1J1	Q9W1H3
Q9V3T1	Q96NY9	Q04149
P48154	P61247	P55830	P33442
O75934	Q9VAY6
P61244	P03966
P78318	Q9N4E9
O01686	Q9BZF1	Q9I7I8	P35843
Q12277	Q15024	Q29QQ9
P34326	Q80Z64	P22711	A4D127
P97428	Q9VXA3
O01427	Q61084	Q9VX24	Q99759
Q19371	P40482	O95487
P00387	Q12746
P62137	P48727	P48461	P62136
O02195	O88879	O14727	P42841
A1A5C7	Q9VFG2
P10619	O76725	P00729
Q9VTE9	Q12059	Q13564	Q18217
Q9VRL2	O14653	P41941
Q9H2G2	P38970
Q86T24	Q4V6X9	Q20681
Q86YS6	Q00246
P02830	O77215	Q22909	Q9BQY4
Q8N0Z2	O46052
Q7KTP4	O95197	Q12443
Q8R418	A1ZAW0	P34529
Q9VXM4	O15173	Q12091
Q7Z6H2	Q9D318	Q12344	Q24193	G5EBE2
Q9BXP5	Q9V9K7
P06681	P05049
Q5TGU0	Q9VPR1
O95342	Q22656	P32568
Q9VGF9	Q9Y243	P12688
Q17391	Q9V9R2	Q12018	Q13616
P81269	P18846	Q9VWW0	D0Z5N1
Q22743	Q5VZM2	Q9VHJ4
Q02516	Q9NAC5
P26651	P47977	O18251
P49753	Q9GYN3
G5EG65	Q8IV36	Q0E9B5
Q9NPI1	O88665	Q9VCG6
P17487	Q9W4B3	Q15699
Q06218	Q59F66	P09052	Q95XY1	Q501J6
I4AY87	P90835
Q9VN77	Q92696	P29703
Q13114	Q9UAC4
Q8ITW4	Q5SYB0	Q9VFD3
Q80Z96	Q9ULK5	A1Z7N9
P29351	P16620	Q21514
Q9ULW6	Q9U1L4	P28656
Q7L273	Q18776
P20477	Q9XVU2
Q969G6	Q03778
P08263	Q9VHD2	Q18938
O43290	Q9VKD8
Q9UM11	Q9R1K5	Q24044
O43169	Q8R086	P00175	Q93315
P48444	Q09236	Q9W555	P43621
P07251	P15313	Q19626
Q9VD22	Q07527
P08111	Q9Y2K9	Q12038
P34216	Q96D71	Q8MQS4	Q9BIF4	O54916
Q9QZ08	Q9UJ70	Q9VF86
P51809	O70404
Q9QUN3	Q8WV28	Q9VAA1
Q9W3C1	Q9H0A0	P53914
P10180	Q22812
Q13530	Q9VV58	Q12116
Q60668	D0VWM8	P07909-2
Q9D1X0	Q7K4I4	P38359
Q9Y4F3	Q8SXS3
Q9N4I1	Q9BTE1	Q9NHE4
Q9VQF4	P00558	P00560
Q9UKG4	P27514
Q24251	Q17763
Q8IWV2	A8JNC7
Q9VDK3	Q20046
P53894	P13678	P18653	O60307
O75391	Q9VIL2
Q9BUE0	Q9XZT1	Q966M5
P15880	P31009	P51403	P25443
Q92947	Q9VMD7	Q21243
G5EG29	Q7YSQ1	Q15327
Q64511	Q02880
Q7RTV0	Q06835
Q9Y2D1	Q06507	Q9VID3
Q9N359	O88544	Q9BT78	Q9V345
Q9VDA0	Q9Z1N5	O44781
Q9H1M0	P48837	Q7JXF5	O01576
Q9V3P3	Q9UL46	Q95PZ7
P15954	Q7JW00
P38326	Q9UEE9	P90867
P41935	P24610	Q6RFH8	Q9W1U7
P34230	P55096	P33897
O95677	O08575
Q93244	Q9VRD9	Q9GZT4	P32582
G5EDY0	Q7JNX6	P42337	O00750
Q15007	Q9Y091
Q9Y6D6	A1Z8W8	P11075
Q9BRJ6	Q9W019
Q75T13	Q9W495	P43571
Q15011	Q9VLW9
Q8MSQ4	P90980	P32562	Q9Z1W9	Q99683
Q16576	P39108
Q9U3Z7	P39990
Q8NHY5	G5EFI9
Q9Y678	Q8I0G5	P32074
Q9U240	Q9UKX7	Q7K0D8
Q9XUS9	Q9H0H5	Q8MRH0
O75800	Q9VU41
P02730	Q9VM32
Q95S37	P06838
P22033	Q23381
Q9H0C2	P18238
Q9U2G4	Q07807
Q9W2T1	Q9BUG6	Q6ZQG6
Q9W252	Q92878	P12753
Q07980	Q9XU10	P40692	Q8T0N1
Q9VBG6	P48362	Q96BK8	Q9BL64	Q8C3I8
Q9BWG4	Q9VEB9
E9PGM9	Q9VPY4	Q9BIC2
P05067	B9WRT9	Q9VCM3
Q9VXE0	P47017
P43568	Q9WUI1	P23573	P39745	P28482
O16453	Q6NZ44	Q7KRU8
Q03252	Q09501
Q9H8T0	A1ZBR5	Q9U1U4
Q8NCE0	P16658
Q5HY92	P46502
Q8BG60	Q8TBH0	Q20232
Q96BW1	P18562	Q9VRQ1	P52623
Q9TYV7	P38070	Q96QS6
O35607	P25341	Q9W354
P17505	Q9VU29
Q923J1	P48994	G5EE02
Q17336	P53333	Q5C9Z4	Q9VJ87
P30620	Q9H816	Q9VND2
O01761	Q9W0V1-1	Q6P0Q8	P35329
Q7KSD8	A0A024R0Y4	Q19953	Q02336
O76075	Q9V3H0
Q8WYH8	Q8MR26	Q9XWJ8	P38806
P39076	P47207	P78371
P43124	Q9NXX6	Q9VKV4
Q8NET6	Q9VJG5
Q8N5A5	Q9VL59
P33411	Q99633	Q9V437
O95155	P54860	Q9VK44	Q95QB5
P62851	P52821	P48588	Q3E792
Q22601	Q24253	Q9Z1T1	Q10567
A1ZAR2	Q03289
O95847	O62526	P32332	G3MU69
Q02338	Q05016	O45709	Q9VYU9
Q9H0R3	Q9VLR4
Q9Y5X2	P40959
Q93346	P34248	Q8TCT8	Q9VBL1
P36004	Q9VMY8	Q8IVW4
P27671	P04821	G5EDB9
Q9NX38	Q9VFR1
P49021-2	Q9R1X4	Q9UNS1	P53840
Q4JK59	O43151	M9NEY8
Q10124	Q96IC2	Q9VRX7	P53331
Q9HB75	Q8CHE4	Q9VT89
Q9Y6G5	Q9VYV9
Q9H3G5	P52717	P38109
Q9BXT8	Q9W4C4
P82650	Q9VAY9
Q9NVI7	Q9VL02	Q09535	P38126
Q49AR9	Q8STF6
Q8IY81	Q9VXK5	P53123
Q6R5P0	Q58S70	O15455
Q966C7	P37837	Q9W1G0	P53228
Q6IA98	Q8VH51	Q00916	Q9VIS0
P55087	P0CD92
P31314	P91626
Q02446	Q7KHG2
P13045	P51570	Q95U34
Q16633	Q64693
P53365	Q8K221	P34445
Q95T42	P34697	P08294	P00445
Q9VAJ1	Q15021	Q06156
Q86UE4	Q80WJ7
Q9HAQ2	Q99PW8	Q9VRK9	Q21441
Q04373	Q15397	O61345
P07170	Q5TCS8	Q9U915
Q24498	Q15413	E9PZQ0
O55029	Q9VLN1	P36104
Q9VVU4	Q9DA19	Q86X95	G5EBE3
Q01804	P10383
P62633	Q8T8R1	P53849
Q62141	O17142
Q9VLB7	P32864
O43670	Q9VJI6	Q9U3S8
Q95XG7	Q9Y0A7	Q9HD90
Q9NRN9	Q8MSW4	Q18511
Q9H270	P12868
Q9XU12	O60333	A1ZA18
O89091	V6CKC3	Q5VTD9	Q9VYX2
Q99707	Q09582
