Q9D1H6	Q9P032
P37172	P80202	P36896
P62424	F1M4C7	P12970
Q86UW6	D3ZLS6	F8VQG7
Q9Y2K5	F1LNT3	E9Q9Q2
Q96LR9	Q6B959	E9Q0X2
Q68DQ2	D3ZD79	Q80W49
O88909	Q9NSA0
P19105	A0A0G2JSW0	Q9D6E6
Q15040	Q5BJY4	Q9DBJ6
A0A0U1RQA8	G3V7A6	Q6PII3
P10536	Q6FIG4
A0A0G2K1M5	Q3TS89
Q6P9Y7	Q9UC07
Q96L11	D4A4Y5	Q9D9P8
P31641	P28572
Q61490	Q6MG86	Q13740
Q14914	D4A264
Q6XJV4	Q9ES58	Q8TD46
A0A140TAF2	P26378	Q8BWL5
Q9CQ61	O55227	Q53HI1
O60284	A0A0G2KAF8	Q80TY4
Q96BD0	D3ZZM7
Q9JM59	Q6PIL6	Q9JJ69
Q3B765	D3ZFU9	Q3KNY0
Q9P2W7	O35789	Q9CW73
P35558	P07379	Q9Z2V4
Q9CQ35	P54108	G3V9T1
D3ZN93	Q02576	Q02577
Q9UKN8	D3ZD80	Q8BMQ2
Q9Y243	P63319	P18654
D3YYI7	D4ABK2	Q8TC41
Q9BQ95	Q5XIC2	J3KMM6
Q505D9	D3ZTX1	Q9BXM9
Q9QX67	Q91XC8	P51397
Q920P6	P03958	P00813
Q8CHM1	Q8BHH1	Q8NBQ7
Q9Z272	Q3UHD9	Q99490
Q80X19	O95617	A0A0G2K1L0
P53677	A0A1L1SUA0	Q32Q06
Q8C5V5	F1M8Z5	A2RRH5
E9PYR6	Q9ERC5	Q9HC10
P62333	Q6P6U2	P62334
Q8BUY5	Q6AY94	Q9NPL8
Q9WU84	P00441
Q96JK9	F1M3B2	Q6T264
Q8QZZ7	Q9Y3C4
D3Z3K2	A0A0G2K7B0	Q9NPC3
Q6AYK3	Q9JHU9	Q9NPH2
D3ZE17	O14974	E9QJU8
Q6QI16	Q9CQE8	Q9Y224
B5DFE7	Q8C796	Q9BTC8
Q99963	P97369	A0A0G2JX92
Q9BT56	M0R8L2	D3Z752
P54822	D3ZW08	P30566
Q01986	Q9JJ78
Q69ZF3	Q5M868	Q9HCG7
G3V8C9	Q5XJV5	Q14686
P12268	F1LRV6	Q9DCZ1
Q9Y566	Q9WV48	Q80Z38
B2RYQ2	P58389	Q15257
Q9JL15	D3ZBX1	Q96DT0
Q8VIJ8	A0A0G2K0K3	Q12980
P58417	Q61200	F1LWT9
P04636	Q3TI99	Q9BYZ2
O70582	F1LQ70
Q61037	Q684P5	F1LYG2
Q61701	Q6XE24
Q9UN21	P06537	P15207
Q9Y5Z4	D3ZHC4	Q9WU63
P62191	G3V7L6	Q8BVQ9
Q91Z84	Q9EQ14	Q9NPF7
P59817	A0A0G2K4K0
Q9Y5E7	Q80TF3
Q9NWB1	Q9JJ43	A1A5R1
Q15388	Q62760	Q9DCC8
Q9JLS3	Q9HC98
D3ZAG3	Q3TRR0	Q49MG5
Q6IN37	Q60648	P17900
Q969Y6	D3ZEH1	O88516
Q80TA6	G3V810	Q9NXD2
Q91X21	D3ZLT7	Q8IYS2
Q9NYG8	Q9JIS4	Q8BUW1
Q91Y19	D3ZPN0
Q8NFW9	G3V8M0	D3Z049
A0A0G2K9Q0	E9Q1W7	Q8TEA7
Q9H6Z4	Q6PDH4
Q99L90	G3V9E0	Q96EZ8
Q9CYY7	M0RBS0	Q9Y3B1
Q8K2P1	D4A8G3	Q8IV03
Q6IAN0	Q9EQ06	Q6AYS8
Q63376	P58401	Q8C985
A6PVS8	Q6AYL8	Q14DL3
Q99KR3	Q561R9	Q53H82
Q8NCR9	Q6AYR5	Q8BHH8
P30051	A0A0S2Z4E5
Q8R0M8	O35910	O15374
Q9D0R8	D4A8G0	Q3MHD2
Q8N9S9	F1LZE2	Q6P8Y7
D4A212	Q9D531	Q96CM4
Q7Z5L7	F1LQL9
Q6VY07	F1LPG3	Q8K212
Q8NA03	Q66H16	Q9D3V5
D3ZZB2	Q99LC9	Q9UQ90
P35546	P53767	Q02763
D4A6W9	Q6P8Y1	Q8WWF8
D3ZUP4	Q9NW75	Q6PE65
A0A0R4J0G4	D3Z7Z5	Q6VN20
Q6UUV9	F1LVL6
Q8N5C1	Q8R100	Q5RJQ8
B5DF37	Q8R2K4	P49848
B2GUX7	O88668	O75629
Q6NUM9	G3V7V6	Q64FW2
Q15386	Q8CHG5	A0A0G2JU58
Q9BSM1	B2RZ82
Q07065	D3ZH41	Q8BMK4
A2AJB2	D3ZK53	Q96I45
P53987	Q3U9N9	Q8TF71
Q99JY4	D3ZML4	Q9H4I3
Q8HWB0	P06126
D4AE58	E9Q238	Q63ZY3
Q8IUE1	Q5BJP1
Q14050	Q9JI04
Q8IXQ3	Q66H24	Q8VCE4
Q5JU85	Q5M7U1	Q9QX11
Q8K0Y7	A0A0G2QC22	Q9BUH6
Q5EAN5	Q8TAC9	Q9ERN0
A0A0G2JWD1	P04768
B0QZF7	Q4V7B4	Q8NCQ7
Q6QLQ4	A0A0G2K1K0	P78380
D3ZCI9	Q62082	Q9BUA6
A0A0R4J140	Q5PQM2
O15084	Q505D1	D4A1J6
P61077	P68037	P61078
Q8TE23	Q14BI2
Q7Z5S9	D3ZTK4	Q8VEH0
Q9UII4	Q6NXM2	A0A0G2JTT6
Q13795	Q63055	Q8BXL7
P70121	Q80Z36	Q9Y6X8
Q562D6	Q4V7E0	Q9BU70
D3ZY51	Q99959	Q9QY23
P36873	O35385	P63329
D3ZQX1	Q6P1G6	Q96KS9
Q8CGA3	Q8N370	D4A832
Q9WTY2	E9PVZ0	Q8IYK8
P35171	P48771	P14406
Q0VGT2	A0A0G2JWR6
O35228	M0RD76	Q14213
P55160	A0A0G2JUF9	Q8K1X4
Q8NCA9	D4A0V8	Q8BI69
Q9BYK8	E9QAM5	D4ADZ6
Q8C9M2	D3ZRD2	Q0P6D6
Q9EQ09	O35778	Q9BXN2
Q96MN2	A0A0G2JW23	C3VPR6
Q3MUI1	Q8C142
Q5XIE1	Q80ZW2	Q8WUY1
P01266	Q6IE50	D3Z3A3
Q61177	B4F7A9	P68400
Q92759	Q6MG20	O70422
D4AB06	Q9D786	O94927
Q9H819	Q0H8V1	Q9CZJ9
P39654	O15296
Q9D9T6	D4A784	Q8NHX4
D3ZDD6	B5KM66	A1L190
D3Z9K8	Q9NXX6	Q3V124
D4A1C2	Q80UL9	Q86YT9
Q6UXG2	F1MAB2	A2AFS3
P19544	P08152
Q499N6	P56399	Q04323
Q7Z5Q5	F1LWX6	A0A0R4J0E3
F1LQ29	Q9CQI4	Q86VG3
B6ID11	Q9D2P4	Q9BTM9
Q91XE7	Q5EB76	Q8NHE4
Q9JL35	P82970
Q04727	A0A0G2JZT6	Q62441
Q86X55	Q9JIF0	F1LWG2
Q6AZY7	F1M6X2	Q8C850
Q9R0R3	Q9R0R4	Q9ULZ1
P35802	A0A0G2JZB8	P51674
P14921	A4GTP4	D3YXK6
Q16512	Q02956	F1LMV8
Q80UY1	A0A0H2UHK4	Q8N4J0
Q80ZG5	Q8BHJ9	O95391
Q9HCM1	E9PU57	Q5DTW7
B5DFN0	Q3U898	Q8WXC6
P39428	B5DF45
Q499E5	Q9P2F5	F1M4Y5
Q5JSS6	D4A0V5	Q61845
Q62066	O14813	Q9WTQ9
A1A5R2	Q9NXI0	I7HPW4
O75095	Q8VIK5	E9PTZ1
F1LXA9	Q8BUL6	Q9HB19
Q8BXL9	D3ZQI9	Q0D2I5
Q5T0W9	Q8K2P2	D3ZF70
Q6IMX3	Q07417	Q9UKU7
Q9CQ49	P62995
P53810	Q5U2N3	O00562
Q99ML4	Q5FVL3	Q5VUD6
O76075	A0A0H2UHU4	O54788
P63220	P05765	Q9CQR2
Q9D7H4	F1LRX4	Q5T686
D3ZSE3	Q32Q92	Q3I5F7
Q8CAQ8	A0A0G2JVH4	Q16891
Q96S21	Q8CG50	P51156
G3V7K9	Q6PGA2	P55040
Q9UN42	Q5M9H4	P14231
Q9Z2C8	P67808	D4A3P0
Q8CAK3	A0A140TAE2	Q9NUL5
P09529	G3V8W4	Q9Z1W4
Q13907	A0A0H2UHN2	H3BLF8
Q8TAE7	F7A6P6	Q9QYU3
Q6PCT9	Q13098	Q99JI4
O75369	Q80X90	D3ZHV2
P0DP28	O15182
Q99685	Q8R431	O35678
A0A0H2UI16	Q8BR93	Q96MB7
Q8NDX6	Q61624	D4A538
Q9P298	D3Z9L2	Q99JY6
A0A0G2K679	Q8BL74	Q8WUA4
Q80VM3	Q6AYP3	Q8NA56
O76083	E9QLQ3
Q9D783	Q8NFY9
P14324	F1LND7	Q920E5
P33146	F1M1A2
G3X8R1	B2RYG4	Q9Y664
Q3B7L1	Q8VCE9	Q7Z736
Q9NPI5	Q9D7C9	D3ZBU8
D4AB36	Q9CQE9	Q96CP2
Q9BUB4	Q9JHI2	G3V8T3
Q96FZ5	D4A768	Q9ESD6
P15307	D3DR86
P62489	P62488	P62487
Q99M01	Q505J8	Q9Y285
Q5H8A1	Q5H8A2	Q5H8A3
D3ZII8	Q9CWR2	Q9NRG4
Q9NRE1	Q3U435	D3ZCG5
P46412	A0A0G2K531	P22352
O75695	A0A0R4J0M1	B2GUZ7
Q9DBY5	M0RE14	O95503
Q8NBB4	Q99PJ8	F8VQL6
F1LQJ7	Q8BH04	Q16822
Q14181	G3V8U6	P33611
Q14449	P41242
Q91X20	A0A0G2JT90	Q9UBL3
Q9H4L5	Q9DBS9	D4A9D8
Q9DAI6	F1LZ91	Q49AJ0
Q9Y6D0	A0A0G2JSN7	Q9JLJ1
Q8BUH1	Q5FVI5	Q9NX01
D3ZDY4	P10146	P22362
Q9P0V9	Q9DA97	F1LMH0
F8VPK0	D3ZL50	Q6PGP7
Q8BHJ7	P63079
Q8BVL9	Q3SWS9	Q96N16
M0RC14	Q8K2I2	Q8TD31
Q08376	Q86YH2
Q96A04	D3ZH74	Q9DA44
O15118	Q61115	G3V7K5
Q8K0J2	Q99NB2	Q6UX72
Q9NQE7	Q3MHS0	Q9QXE5
Q3V0Q7	F1M348	Q86WS5
Q9BXP8	D3ZQ32	E9PZ87
Q8CII8	Q8N205
Q14807	Q3V300	Q4KLL9
D3ZFS3	P97303	Q86UZ6
Q9Y3E7	Q8CGS4	Q9CQ10
Q64322	Q6AY81	Q9NQX5
Q5U3K5	D3ZKQ4	Q3YEC7
G3V9W8	Q8CCS4	Q9UI33
Q7Z353	D4A457	Q14B70
Q9DC47	Q9NQX6
E9Q784	E9PSN4	Q5T200
Q921L7	B1WBZ2	Q9Y5R4
Q9QYB8	Q05764	Q96D30
P20290	Q5U3Y8	Q64152
Q99LW0	F1LPK2	Q9NXR5
F1LRE5	Q9BXB4	A2A8Z1
P01325	P01322	P01308
Q15942	Q5XI07	Q91XC0
D4ADF2	Q8R2N0	Q9P031
Q9Z0Y2	P04055	P04054
Q810P2	D4A5D6	Q8IXM7
Q3KR94	Q9Y5R2	P29788
Q8CCA0	Q4V8B2	Q92564
Q9UN73	D3ZQY0	Q7TSK3
Q9Y2N7	F1M8I5
M0R5D7	Q3UUY0	Q9UIG4
Q08629	F1M6V6	Q6DIC9
P31314	Q61663	D3ZTX2
Q8K5B2	Q6GQY2	Q8NI22
Q60857	P48056
Q13829	Q8BGV7	Q7TQ24
Q8CG29	D4A5I9
D4A5H0	Q8C7D3	Q4VXU2
G5E8C4	Q6ZXV5	F1MAQ6
P97852	Q91VT4	D5KJA1
D3ZYD8	B2RWJ3
Q3URQ0	D4A401	Q9NXF1
D3ZT01	Q921L5	Q14746
Q9HC24	Q9ESF4
Q8K1H7	Q5XI00
Q63321	B4DGN8
O95154	P63144	P63143
P34158	P26361	Q92887
Q810J8	D4A3T4	Q9HBF4
Q9DCC3	D4A3Y2	Q8WV48
P25490	E9QK22	D3ZDN6
P98171	A0A0X1KG81
D3YXK0	D3ZQE7	Q96AA8
Q9DCV3	B2RZ21	Q86VF5
P97501	A0A0G2JSI0	P31513
D3ZEN8	Q86Z23	O88992
P33435	F1LPL9	P51512
O60229	D3ZQ60	G5E825
Q8BUP8	Q8N2R8
B2RVL6	D3ZQ09	Q8N2G6
P43320	P10067	Q61597
Q8R1Q8	G3V7G0	Q9Y6G9
P09027	D4ACE4	O43365
Q8BHN5	D4A8V0
Q8CHP6	P78364
A0A140LI59	F1M8L3
Q8IZS8	O08532	Q8CFG6
Q91XQ2	Q9WUA5	O95278
F1M567	Q6NZK8	O60729
P48972	A0A0G2K2A4	Q99459
Q9R0C9	O55242	Q99720
P05370	Q8CFX1	P11413
Q4LDE5	G3UX69
Q99J83	A0A0G2KAB9	Q9H1Y0
D3ZFM3	Q7TML3
P35579	Q29RW1	P21271
Q99PP7	A0A0G2JZU7	Q13342
Q96GX5	A0A0G2JVL3
D4A0M3	E0CXV8	Q9UN30
Q9H2Z4	P23441	O35455
Q8N7N5	G3V6K4	Q9P0U0
A0A0G2JYC9	Q9WTX4	Q8WWG1
Q9D0T1	P55770	Q9NX24
P29066	Q8BWG8	Q7Z3R3
Q9CXT6	Q8N371	B0BNG5
D3ZTK5	P61358	P61353
P62823	P62824	P20337
Q96FE5	P0C7J6	Q2WF71
Q811S7	D4A030	Q9NZI5
Q86SJ6	Q7TMD7	Q8R490
Q5XXA6	Q8BHY3
Q86X29	D3ZGJ1	B5TVM2
Q13526	B0BNL2	Q9QUR7
Q5RKL4	Q7TSQ8	P48728
Q7Z5R6	Q9JLM9	A0A0G2JYJ1
B2RYM5	Q7M757	P46736
Q5U5I3	Q6PDU2	Q9NVS2
D3ZHE3	Q6DI92	Q86XI8
Q4V8G5	Q8C1B7
Q6QI44	Q8BWZ3	Q14CX7
Q9JJV0	P53673	F1M8T4
Q561R1	Q3TJM4	Q96BT3
P20248	P39948
O14683	B3DMA0	Q4QQM4
D4AED2	Q9D9Z5	Q9BW61
Q9UPZ6	F1MA97
D4A4I3	Q5SW28	Q5UE93
P10853	P58876
Q8NHH9	F1M9F6
Q9H1D0	Q704Y3
Q91XE8	D3ZJZ0	Q6UW68
P11532	Q05AA6	P84060
Q9C0B7	D4AAU1	Q8C3S2
Q6UWU4	Q6P6G2	Q99KU6
Q5U355	Q99KW9	Q8TB96
Q99LB6	Q5U2R0	Q9NZL9
Q5U2Y4	O43281	O35177
F7FM32	G3X8U3	Q5T6V5
Q5SZD4	Q9Z2Y0	Q91XE0
Q93062	F1M9Y9	Q9WVB0
Q8TEY7	Q5U349
D4A3L5	Q8BZ64	Q6NUS6
Q5XI33	O54786
P05155	Q61247	Q6P734
Q4V8K5	Q8K2Q7	Q5VW32
Q5M888	Q91WD4	Q9BPX7
Q6PDY0	D3ZMD4	Q15834
Q9BYG4	A0A0G2JUC3	Q9Z101
P0DI97	Q63374	Q9HDB5
P13233	P16330	P09543
O88940	D3ZWP1	O60682
Q69ZJ7	D4A224	Q4ADV7
O75185	P70705	Q64430
F1LRJ7	P58062
Q9R297	P21761	O43613
P43235	P55097	P07154
Q09028	A0A096UWG1	Q810D6
Q64267	D4A981	P23025
G3X9B7	A0A0G2JX87	P27540
Q5VCS6	A0A0H2UHC6	B5MCY1
Q921Q3	D4A5S6	Q9BT22
E9QM77	B3DMA1	Q99700
Q8N0Z6	Q5BK48	Q99LG4
Q96Q07	F1M311	Q8K2J9
Q13286	Q5XIH8	Q61124
G3V7P7	Q8VCD1
G3V9L6	Q8CFU8	Q96A56
B2GV83	Q9D8F1	Q9NXW9
Q9UKN7	A0A0G2K6S9	F8VQB6
Q96A58	F1M2G3	Q8R367
Q6ZVM7	O88811	Q9JJ50
P35070	Q9JJM4	Q05928
Q9JJR6	Q5PPI0	Q9NQ32
A0A1W2P6J7	Q16181	Q5EB96
Q3UTE1	P62850	P62847
G3XA29	M0R793	Q9NPB3
D4A7U6	P62311	P62310
O75164	A0A0G2JTU9
Q8N1B3	Q3U3M5	A1L1L5
Q4QQS0	Q8K4B2	O43187
O15062	B1H220	Q91X45
Q9P2H5	F1M8S4	M0QWN7
D4A4V7	Q8TD17	G3X8R7
D3YZV8	A0A0G2JTP3	Q9H0W5
Q9UPZ9	Q9WVS4	F7F4B1
Q02975	Q640N4	Q96SR6
Q8WUR0	D3ZWS2	Q9NSK7
A0A0G2K5U0	Q80V62	Q9BXW9
O08545	O43921	F1MA19
Q96HD1	Q91XD7	Q4G063
F1M1X9	Q99J95	Q14004
Q8BTU1	A0A0H2UI05	Q9Y6A4
Q91WQ5	D3ZH66
Q3TLR7	D3ZER4	Q9NZJ0
Q60805	Q06418	F1LQR5
Q9NYD6	D4A0V9	P09633
Q80VL1	Q9R1R4
Q15848	Q00780	Q5XIG2
Q9D8B1	B2RZC0	Q9NVV5
Q9R1A0	Q61458	P24863
F1M541	Q9D8Q6	Q8IXP5
Q03181	Q3UV55	G3V770
P34810	Q4FZY1	P31996
Q8CI96	G3V949
G3X9M3	F1MAL8	Q12766
P61221	Q8K449
Q8BNX1	Q9NNX6	Q6AZ45
Q9UN75	Q8VHR0
D4A038	Q8QZR0	Q8N609
Q7TQN3	M0RBX7
P22059	A0A0G2JZR1	B9EJ86
Q99JP4	Q6YDN7	Q8NHZ8
Q68DK2	A0A0G2K770	Q5DU37
Q5I0I1	Q9CQS5	Q9BVS4
Q9WV41	Q9QY05	Q9Y581
Q8CGX0	O00425	Q91WJ8
Q8R464	Q9NYZ4
Q9Y2C2	Q8R3H7	D3ZPB6
O75159	D3ZS84
O15131	P52293	A0A0H2UHW5
Q13308	D3ZZ97	Q61851
Q61493	D3ZGX1	O60673
E9PUR0	O75762
Q9WUZ9	Q9ER31	Q9Y227
Q8VIB3	Q11206	Q569D2
P27659	P21531	P39023
D4A6W5	Q8C119
E9PZM7	Q63625
Q8NE71	Q6MG08	Q99LE6
Q9Y2M5	Q3UQV5	D4A1F4
E9QL04	O14965
Q96E09	Q6AYT4	Q6NZE7
P15314	G3V8J4	O14896
Q63086	Q60753	Q16619
D3ZIE4	Q6BCL1	O15117
P55264	A0A0G2K6X9	P55263
Q60636	A0A0G2KA26
P47242	P15863
P58064	F1M6D0	P82932
Q9NZN5	P0C6P5	A0A286YDI4
P56279	P56280
Q6ZU67	A0A0G2K5Z6	P86174
Q9WVH7	Q00889
P51788	D4A3H5	Q9R0A1
A0A0G2K1Z2	Q80XD1	O60890
P21981	G3V811
E9QKE4	D4ABP4	Q9H2M9
D3ZT68	O08792	Q9HAK2
Q9D3H0	A0A0G2K5V3	Q96HE8
P0DP58	D4A6F2	P0DP60
Q9QZ88	B2RZ78	Q9UBQ0
Q9BXU1	A0A0G2JWJ2	Q99MW1
Q5FVL4	P0C7Q1	Q494R4
O95299	Q561S0	Q99LC3
Q8BMF4	Q7TQ85	O00330
Q9H1K1	B2RZ79	Q9D7P6
P10144	O35205
P52963	Q5FVG2	Q8WY64
G3V744	P23204	P10828
P30412	Q6AYQ9	P45877
A0A0G2JVY4	Q91YT8	O94886
O60603	A5H2Z9
Q71RS6	D3ZFG9	Q925Q3
Q9ES34	Q76N89	A0A0G2K8P3
D4AC01	Q9R1C0	Q5H9L4
P42230	P42229	F1M9D6
O75317	D3ZGB0	E9PXY8
Q9HBL7	D4ACN8	Q9D3P8
Q3B7T3	D3ZFF6	Q9EQG5
Q66H18	O09117	Q5VXT5
D3ZS20	Q8VGC6	Q9GZK4
F1M8G0	Q9QZ09	Q9UMS5
Q6ZPY5	D3ZYC1	Q8TCN5
Q61116	Q2VY69
P49682	G3V9V6	Q04683
Q68DC2	Q9CZK6	A0A0G2JSX8
D3YWE6	D4AAP6	Q10571
Q07687	G3V669	Q64317
Q62865	O60658	Q9Z0X4
Q96KQ7	B5DEH9	O88974
B0BNB5	P59235	Q8NFH3
Q6R2R3	Q9QZM3
A0A0G2K9K0	Q9BYX2	Q5SVR0
Q9D869	Q810D1	O43745
O14627	Q9ESV7	P43241
Q4G0N4	Q1HCL7	Q8C5H8
Q9JHB5	Q99598	Q62348
Q920H8	Q9Z0Z4	Q9BQS7
Q9ULD0	D3ZQD3	E9Q7L0
P49650	D4A7K7	P47900
Q9UL42	Q8JZW8	D3ZA53
Q3UPR7	D4ACS3	Q8IYB1
Q8N5L8	Q5PPN2	Q91WE3
B7ZBB8	M0R4A0
A2AE94	Q8TDW5
P28659	Q92879	D4A916
G3V756	Q96T83	Q8R4D1
B2GUY8	O70579	Q9H2D1
P54132	D4ACP5	Q9Z129
Q8BVW3	Q13410	F1LMK2
Q91YJ5	Q8N442
Q80WJ1	Q66HC8	Q86UU5
O35260	Q7TSZ8
Q62717	A2RRN7
Q8BU04	A0A0G2K9Q8	B2RDC9
Q9D8C8	Q8TAP8
Q14318	P30416	Q3B7U9
P51827	P51816
Q6ZNE5	D4A4K3	Q8CDJ3
Q9QWF0	M0R3S3	Q13111
D3ZWD3	Q80YV4	Q8TE04
D4AED1	Q05AH6	Q9BUA3
G3V8V5	O88454	O95279
Q9UL54	A0A0G2JYP2
Q9NQU5	O55098	F1LRI6
Q7Z6K3	D3ZWG9	E9QAB6
Q9C0C6	D4A489	Q8R0W1
Q5RJZ1	O08811
D3ZN15	Q8K3F7
Q8NEJ0	D3ZAQ8	Q9D9D8
A0A0A6YY25	D3Z9A5	B2RXH4
P42338	A0A0U1RNT0	A0A140TAJ5
Q04859	Q5MAI5	P20793
D3Z9E9	Q8VEK0	Q3MIR4
Q6P1K1	B0BNL4	Q9D8M3
G3V6C2	O09173	Q93099
P62751	P62752	P62750
Q9JJT2	P56159	Q9EPI2
Q04741	D3ZV90	Q9WTP9
Q8WWZ8	F1M9X2	B1B0C7
Q925Q4	Q925Q5	Q96T91
Q96DG6	Q7TP52	Q8R1G2
Q3MIE4	Q62465	Q08257
G3V7G8	Q9CZD3	P41250
M0R8I8	O88738	O15392
Q8K2T1	D3ZDB9	Q9HBL8
R9PXV5	Q64700	Q08999
Q8WUH1	B5DER2	Q6DG52
P13765	Q31099	Q6MGA2
Q9NRX3	D3ZXX8	Q4FZG9
Q8NCA5	D4AE02	Q80VD1
Q6L8S8	Q6L9W6	D4A750
D3ZTY0	Q9CX13	Q9P003
Q8K3V1	M0RCM3	Q8NEY3
P56179	A0A096MIY0	P70397
Q96CW6	G3V8N8	Q7TPE5
Q5VZM2	B2RZ38	B1AWT3
Q5J2D6	Q6K1E7
Q4G0I0	D4ACY1	Q6RUT7
Q6AY61	Q8C0F9	O95084
A0A0G2JX71	Q5ND04	Q4G112
Q499S6	Q9R013	P07711
O14646	Q91ZW3
Q15075	Q8VDC1	A0A0G2K051
Q9D3D9	G3V7Y3	P30049
Q5JU69	Q68G38	Q9ER39
Q5SR56	B2RYH9	Q8CIA9
O70165	F1LSB2	O00602
Q5TCY1	P97343	A0A0G2K2S5
M0R469	Q80X32	Q7Z6I8
Q495W5	G3V757
D3ZA25	J3QNK1	Q9Y6H5
Q8BUM9	D3ZN39	Q70EL4
Q8BH65	D4A544	Q8IWF6
Q80U49	Q91Y79
F1M4M5	A2AKY4	Q9UKJ3
O09198	Q13021
A6NKG5	M0R9G4	Q7M732
B2RX70	A0A0G2QC10	A4D0V7
A2ALS5	O43166
Q6ISB3	A0A0G2JTJ9	Q9ERA0
O15354	B4F7C1	Q99JG2
P02730	O88343	F8WFT7
Q7Z7L7	F1M8P2	Q3UFS0
D3ZXL1	S4R1Y1	O95376
P79522	Q6MG07	Q811B5
P84586	Q9DAE2	Q14011
Q91WA6	Q9H0F6	D4A367
P12814	Q6XD99	Q62261
Q13283	Q6AY21
G3V6Q3	Q91V09	Q9H1Z4
Q07890	Q9Z1I1
D4AD36	P0DJJ0	Q6PFY1
D3Z8K2	Q9D5Y1	Q9UFE4
Q9H6W3	A0A0A0MXT5	Q8CD15
Q8BU14	Q7TP42	Q99442
A0A0G2QC56	P31146	Q8BH44
Q9GZM8	Q78PB6	Q9CZA6
Q6NTE8	B2RYM4	Q9D1F5
Q9NR46	Q62419
O96011	Q4KM24
Q9CQK1	D4AA75	Q15649
Q91VU8	D3ZJW8	Q86YD1
Q8BHC4	Q13057	Q5XIA5
Q99704	D3ZHJ4	Q2MHE5
Q5BN46	D3ZTM5	Q5BN45
Q16671	Q8K592	P80201
O89093	P97884	P78556
Q6AXS3	Q7TNV0	P35659
P58005	D4A469	Q9CYP7
Q16836	Q64428	Q9DBM2
P08686	A0A0H2UHN7
A0A0G2JWW8	Q9CQI9	Q96HR3
Q8TEF1	Q05921
Q9D842	F6Q5G6	Q8IW19
Q9JKP5	D3ZQV3	Q5VZF2
Q92598	D4A4S3
Q9JJI5	A0A0B4J1E4
P40197	Q9QZU3	G3V881
O88543	Q5U2S7	O43242
Q92611	D4AB70	Q2HXL6
P97481	Q99814	F1LRL5
O95372	P97823
Q923M0	A0A0S2Z4Q8
Q8CHD8	Q66H66	Q86YS3
O88398	Q5RKI5	O75366
Q91ZD6	Q96CJ1	D4A2G7
Q9ULW2	G3V8G7	Q9Z1N6
Q5XHX8	Q9JMB1	Q9P2T0
F1LNX4	Q8C398	Q7Z7B1
P35576	P43428	P35575
E9QN99	Q6DGG1	Q96IU4
Q7Z2W7	Q91ZM1	Q8CIR4
Q9UGI9	A0A140UHX4	Q91WG5
Q8K0E7	Q96SA4
Q5GAL9	Q5GAM9	Q8TAA1
Q03137	F1M7W0
P51797	P51796	Q9WVD4
Q99L75	P34931
Q7Z6J2	Q5I0L6	Q91VY6
D4A7V9	Q61035	P12081
Q6PJF5	F1LWZ3	Q80WQ6
Q96C92	F1LMK3	A2AIW0
Q9H497	Q2M2S1
Q9QZ08	P81799	Q9UJ70
O55162	Q91YK8	O95274
Q6IBW4	Q4V8I2	Q8BSP2
Q8TBP0	Q8BYH7	M0R716
Q5Y5T1	Q5W0Z9	Q2THW7
D3ZCH6	O00584
Q96L96	A2ABU4
P53368	P53369	P36639
Q99661	Q6NWW5
Q8N5J4	D4A5A4	Q6P3D7
P20749	F1M2B5	Q9EST8
Q9D8L0	D4A446	Q96A22
Q9P1Y6	A0A0G2K178	O88379
Q9WUQ7	D3ZNX3	O95424
Q9CZY2	Q6I7R5	Q8IYN2
E0CYV9	D6RIA3
Q8NDZ2	F1LWT0	E9Q6E9
P30050	P23358	P35979
P49238	D4ADE0	P56484
Q9CQU8	D3ZWF3	Q96LU5
Q9WU21	P19157	Q03013
Q8BTS4	P70582	Q7Z3B4
Q5T1C6	Q566R0	Q9CQJ0
P11686	A0A0H2UHI8	Q6P8P8
Q641X2	Q5XJE5	Q8WVC0
Q8IWZ5	F1LY63	Q80WG7
F7FL00	Q9WVT6	P35219
O08784	D4A206	Q13428
A0A0G2JSH9	P30048	P35700
Q9H875	B0BMS9	Q9CWV6
Q52KR2	F1MA79
Q80ZU5	Q6AYN9	Q5TID7
Q15904	Q6IRF8	Q9R1Q9
D4ADT4	E9Q4M0	Q2T9K0
Q15532	Q91XJ0	Q8VHB0
Q8BME9	D4ABJ2	Q9NTU7
Q6P253	Q6E0U4
A2AQR4	P15621	D3ZN28
O60749	F1LU14	Q80ZJ7
A5YM69	E9PT59	Q3U5C8
P05111	P17490	Q04997
P17927	Q64735	Q63135
Q96JB6	Q07797
Q8TBE7	Q5M7A3	D3YVE8
D3ZBX8	F6RG10	Q6UWV2
A2A7B5	F1LQ66	Q13029
Q3MUY2	M0R7L2	P0C1P0
Q6PEB6	Q9QYW3	Q9Y3A3
F1M067	P58735	Q8NG04
Q59G22	F1M0Z6	E9Q0N2
Q9Y2I2	D4A409
Q80VX2	A0A5D0	P41217
Q5JSZ5	D3ZZ51	Q7TSC1
Q8N0W4	D4AE76	Q8BK48
E9PVA0	M0R5W1
Q7L1S5	Q76EC5	B1WBV7
Q9UL62	Q9WVC5	A0A0H2UHX0
Q9H3U1	A0A0G2K884	Q9D4H7
O95926	Q4QRB2	Q9D198
Q3TKT4	A0A0G2JTU1	P51532
P04075	Q6AY07
