Q8BRM8	Q9ULW5
Q99JI4	Q6PCT9	Q15008
Q14332	G3V954	Q9JIP6
F1M7E5	P55284	P33151
M0R9C6	D3Z6P9	Q9NXZ2
D3ZAT9	Q3UMF9	Q5TGI0
Q5M9Q1	G3V9G8	Q5SZT7
Q9WTK7	A0A0H2UI02	Q15831
D3ZVT7	Q8BG22	Q9UQC9
Q9QZ10	D3ZXN8	Q9UJ72
Q62753	P59016	Q15833
Q9Z136	Q9EP53	Q92574
Q9NRM2	M0RDU3	Q91VY9
P78325	D3ZB52	Q05910
F7F6T5	O08804	P29622
F7FNC4	Q3U0P4	Q9NZH8
Q96BM1	Q6P755	Q8BH83
Q3V140	Q6AY33	Q8NEB7
Q9WVM3	D3ZIT4	Q9UJX3
Q969F9	D3ZGG8	Q91VB4
Q15388	Q62760	Q9DCC8
P30301	G3V6E0	P51180
Q9CQ74	Q6PDU4	O95214
Q6P686	Q62422	Q92882
A0A1Y7VMP7	D4ADG4	Q9UHC1
Q5BJN7	P62862	P62861
A0A0G2K953	Q9BCZ4	Q9BQE4
Q5PQT0	Q8CEE6	Q96RG2
D3ZPB7	Q5HZG4	Q5VWG9
Q6P730	Q3UHC7	Q5VWQ8
Q8C569	Q4QQT2	Q9BPY3
Q8N0Y2	D3ZV88	Q3TDV8
O09030	F1LPK1	P31785
Q2M1P5	D4A9P0	J3QNW9
Q8WVM0	A0A0G2JZ68	Q8JZM0
P38647	F1M953	P38646
P55209	Q5U2Z3	P28656
Q5U413	Q9P1W8
Q9Y543	P35429	O54792
A0A0B4J2J0	Q9ERC8	O60500
D4A021	Q8BYM1	P09105
A1L170	D4A2R8	J3QNH8
Q544X6	D3ZBM3	P22830
Q9D7E4	Q6AY72	Q9UFG5
Q8N8J7	D4A9Y2	Q9CZL2
D3ZDR1	Q3U2K0	Q96PV7
D3ZMJ7	E9QM73	Q9Y3S1
P08621	B2RZ74	Q62376
P00757	P20160
D3ZKQ8	O88472	Q02223
Q4V7B5	Q9D4K7	Q8IYK2
Q9DB76	Q5U1W7	Q9Y3B6
P39023	P21531	P27659
Q91X21	D3ZLT7	Q8IYS2
P30044	A0A0G2JSS8	P99029
A0A0G2JSW8	A0A0R4J066	Q9H8M1
Q49A26	Q5RKH0	Q922P9
Q9QZR5	D3ZN85	Q9H2X6
P08753	Q9DC51	P19086
Q8R0V5	A0A0N4SWI7	Q6ZQW0
Q8VI16	A0A0G2K1Q3	Q6UX72
Q16534	Q06507	Q03484
D3ZQY0	Q9Y5G1	A0A140LI48
P70587	Q13045	Q80TE7
Q9NPG4	F1MA46	O55134
A0A0G2JV99	Q9WUU9	O60318
O95396	D4A8L5	A2BDX3
A0A0G2KA76	Q9D504	Q92527
Q62523	D4A7U1	Q15942
F7ES04	Q9CPY6	Q8IVV7
Q9QZE2	A0A096MKD7	Q7Z7G1
Q402C1	Q14994	O35627
Q9H7Z3	D3ZDR9	Q80XC6
Q8TDY4	M0R5J1	Q5U464
Q61003	P30203
M0R4P9	P62257	P62256
O95150	Q9QYH9	M0RCN2
Q96LT7	R9PXU1	Q6DFW0
D3ZD97	O35286	O43143
Q6WKZ7	P54100	Q8IVI9
Q8NE01	D4ACK7	Q32NY4
Q9P0L0	Q9Z270	Q9QY76
Q64521	F1LNI0	P43304
Q9H4B8	Q5U2X4	Q9DA79
A0A0G2JVJ7	Q9D1E5	Q6UX01
Q9R059	D3ZPF0	Q13643
P55017	G3V8G0	P59158
Q86U90	Q499R4	Q3U5F4
D3ZGJ1	B5TVM2	Q71H61
Q8NDH6	A0A0H2UHX6	Q3TY65
Q16270	F1M9B2	E9Q5D9
D3ZUI9	A2AMZ4	A1L188
P20393	G3V9L8	Q3UV55
Q9Z1N7	D3ZGC2	Q8IVW6
Q92886	P70595	P70660
Q9UKQ2	E9PTQ3	Q9JLN6
F1LWM8	S4R1M9	Q9BXB5
F1LSR6	Q9EPS2	P10082
P41413	P63239	P29120
Q6RVG2	Q8JZR6	Q2Y0W8
F7FH17	Q1HDU4	Q9BRR9
A0A0G2JTU1	F8VPZ5	Q03468
Q66HD3	Q99MD9	P49321
Q9ESG6	Q5XIX4	Q15391
Q9JJV3	M0RCX9	Q8WXS4
P55265	Q91ZS8	A0A0G2JUX0
Q9Z2I6	Q8JZZ9	Q496J9
A0A0G2K4H2	O35242	Q92636
Q7TMA2	G3V7W0	Q96F45
Q5W0Q7	M0R4X8	Q3ULM6
A0A0H2UHL3	Q640N1	Q8IUX7
G3V6S4	Q9QY24	Q9H171
P37059	Q5I0N4	P51658
Q6DFY8	F1MA15	Q9C0B6
Q86XT9	B2GV90	Q9D123
O95926	Q4QRB2	Q9D198
Q4QR71	Q9D3S9	Q9H3G5
F1LMI1	Q9Z1S0	O60566
D4ADK7	Q9R0R1	P08582
P80316	Q68FQ0	P48643
Q14562	A0A0G2K283	A2A4P0
P69905	Q921A4	Q9CWS5
A0A0G2K502	Q99KE1
M0R688	Q8BRE0	Q7Z3Z2
Q9DCG9	B2RYS9	Q9UI30
Q9D9R9	A0A0G2K7H5	A6NE01
Q8NA82	Q5XIV2	E9PX79
Q9UGJ0	A0A140UHX4	Q91WG5
P58750	Q86V86
E9PU11	Q91YT7	Q9Y5A9
Q9BX70	F1M311	E9PUS2
Q9WTL4	Q64716	P14616
F8VQC9	Q9R1N3	Q9Y6M7
Q91XE0	Q5PQT3	Q6IB77
D3ZWZ6	Q5SF07	Q9Y6M1
P53618	P23514	Q9JIF7
P47757	Q5XI32	P47756
D4AC19	P70436	Q92988
Q9UMX0	A0A140TAI1	Q8R317
Q9D1B1	Q8VHC1	Q15828
Q63633	Q7TMJ8	Q96FE7
P54219	F1LSA7	Q8R090
B2GUZ1	P35123	Q13107
Q5PRE5	D4A1X9	Q86XN7
P04184	M0RCX2	P04183
P56539	P51638	P51637
A2RTG9	F1LR72	Q6ZQN5
D3ZAE6	Q9CZT5	Q6EMK4
Q6IRK3	P43407	P34741
Q8VHC3	A0A0G2JZZ4	Q8WWX9
A0A0G2K008	Q9Z1D8	Q9Y2L8
Q13822	F1LSF4	Q9R1E6
G3V9C4	Q9QZ39	Q9NSC7
B2RZ57	Q9CQL5	Q9H0U6
Q8VHP9	Q8CHM6	Q8WXJ9
G3V8Y7	Q3U3N6	Q96N21
G3V716	Q9QZB1	O76081
O43474	Q923V7	Q60793
B2GV41	Q3TIX9	Q53GS9
Q9H0T7	Q9WVB1
Q00547	P97779	O75330
P13637	Q64436	P06687
P27814	D3W0D1
O43323	G3V7Y0	Q61488
A0A0H2UI22	P53566	P49715
Q8K2H4	D4ABD3	Q15027
O15111	G3V926	O88351
O70576	Q99M76	Q9UJ98
Q920E5	F1LND7	P14324
P32300	P33533	P41143
Q8R1I2	P24393	P07492
Q8N6G5	D4A5Z0	Q8C1F4
A5I9F0	P35822	Q15262
Q86SU0	E9PSR6	Q8CBR1
Q5STT6	A0A140TAE4	Q8TC56
Q8N126	Q1WIM3	Q99N28
Q05306	A0A0G2K7A5	Q03692
G3V7Z3	Q9D1X0	O60936
P39689	Q64315	P38936
O60828	G3V705	Q91VJ5
E9PYV1	A0A0G2JZG2	P03372
A1A5B4	F1LY14	P86044
Q9NP60	A0A1W2Q6G2	Q9ERS6
Q9HBU1	D3ZA67	Q9ER42
A2ACJ2	D3ZX03	Q0VG06
Q91Z38	Q66H09	Q99614
B1AWN4	D4A4W5	O94823
Q8VI82	Q9EPC2	Q9GZV9
E9Q1W3	A0A096MK15	P20929
Q562G0	D3ZTP8	Q8TEQ8
Q6ZQ11	D3ZRM3	Q86X52
P23188	G3V7I9	P09958
Q96QS6	Q6PGN3	Q5MPA9
P10649	G3V983
Q60898	A0A0G2K3G1	Q13239
F1LX07	Q8BH59	O75746
Q9D659	G3V9P3	Q9H7M9
Q8N365	D3ZPV3	Q3TQ03
Q9JK79	Q9DAS1	Q9UBR5
Q9CR42	Q86SG2
Q5XII4	P58468	Q9NSI2
O76062	Q5BK21	Q71KT5
Q91V51	Q5PPI9	O95922
Q91YP1	D4ABH7	Q7Z5W3
Q8R1F9	Q5BK64	O75818
Q8K0C4	Q64654	Q16850
Q5VUB5	D4A7Y4	A2ATK9
Q9DCE5	Q32PZ0	Q9NWT1
Q13049	Q8CH72	Q66H79
Q8K2W3	B2RYB1	Q6PKC3
G3V810	Q9NXD2	Q7TPM9
Q499Q4	Q9D0F9	P36871
Q8TBZ2	A0A0G2K1H9	Q5SUV2
Q61462	Q62737	P13498
Q8R0P8	B5DEN3	Q96I13
Q8BM54	D3ZDI6	Q96HL7
D3ZHD1	P12429	O35639
Q5JR12	A0A0H2UHJ9	Q149T7
P97742	P32198	P50416
M0RDG3	Q9CQ36	Q9NR33
O94901	A0A0G2K016	Q9D666
P02716	P25110	Q07001
Q5BKY9	Q505I5	Q9CVI2
O35392	F1LP85	O60548
Q9H9B1	E9PTT0	Q5DW34
Q9JIM3	D3ZPU4	Q5T890
P19137	D4A409	P25391
P42338	F1M0T1
O15525	Q76MX4	O54790
Q96JN8	D4A198	Q5NCX5
O70326	O35793	O60565
Q3KQU3	D4A644	A2AJI0
Q8BRX9	Q5XIE5	Q86UD3
Q64697	Q5I0I6	Q14761
Q8NHP8	Q4QQW8	Q3TCN2
F1LX91	G3UYX5	Q8NE09
Q6UY14	Q4FZU4	Q80T21
Q32Q07	Q61809	Q9UKJ1
D3ZE85	B1AXV0	Q9P0K9
Q13158	Q8R2E7	Q61160
Q96BQ1	A0A0G2JXJ3	P97805
Q91WA1	Q9BVW5
Q8IZQ8	Q6IMY8
Q9Z2P5	Q8VCR8	P53355
Q5SW28	D4A4I3	Q8WYR1
O35684	P35237	Q9JLD2
Q01995	P31232	P37804
P19087	D4AA42	P50149
F6WLY0	F1LXR9	Q12912
Q7L590	D3Z8C4	Q0VBD2
Q9WU78	A0A140TAA4	Q8WUM4
Q9NR50	P70541	B1AUN2
Q61456	Q6AY13	P78396
Q4KM95	Q8R2U7	Q9Y546
D3ZJ66	P97459	Q99742
Q4KM74	O08547	O75396
B1WC97	Q8BJK1	Q96MP8
Q8IUX1	B2RZD2	Q9D1R1
Q9UJ55	D3ZTL5	Q9QZ04
O35969	G3V960	Q14353
O75064	F1LTT7	Q3U1Y4
O14578	D3Z1K6	E9PSL7
P19020	P30728	Q99586
M0R959	Q9D273	Q96EY8
Q99519	Q6MG70	O35657
Q9QWZ1	D3ZC52	O60671
G3V6F9	Q9CR75	Q9NP84
D3ZAJ7	Q61321	Q9UIU6
Q99766	Q5XIM4	Q9CRA7
Q8TCE6	F1LNS2	Q9D8N2
D4A5D6	Q810P2	Q8IXM7
Q9BSG0	M0R5K7	Q9D9N8
P10412	P15865	P43274
P56280	D3ZWG3	P56279
D3ZZR3	O70370	P25774
Q9UM21	F1LMP1	Q812G0
Q9UIF7	G3V8C1	Q99P21
Q4FZT0	Q99JB2	Q9UJZ1
Q68FS7	Q9JJB9	Q8IXX5
Q8BY46	Q504L7	Q6ZN55
B2GV39	Q812F8	Q9UQ53
Q9NRX1	R9PXS8	Q9CPS7
P09633	D4A0V9	P31274
Q769K2	Q8BH82	Q6IQ20
Q86VD1	D3ZKF3	Q9WVL5
Q6PF11	Q9CQ58
Q8TCW7	D4AAZ2	Q8BGZ8
Q9CQH0	Q923S2	Q13113
Q8BGE9	Q5Y986
Q9UPQ7	D3ZNV5	Q69ZS0
Q01728	G3X9J1	P32418
Q9D404	G3V6R7	Q9NWU1
D3ZX46	Q6IE21	Q7L8S5
Q9HCM4	Q5FVG2	Q8BGS1
Q9Z2A7	Q8BHI5	O75907
Q16594	Q5BKE0	Q8VI33
G3V7D9	G3UYL9	P43115
Q6ZPF4	A0A0G2JXC2	Q8IVF7
Q9H223	Q8R3Z7	Q9EQP2
P39019	P17074	Q9CZX8
Q62634	Q3TXX4	Q9P2U7
Q9ER41	Q2M2S1	O14657
E9PWA9	Q93008
P80201	P37172	Q04771
E9Q5L8	D3ZHY4	Q5SZD4
O35066	O15066
Q8TDQ0	P0C0K5	Q8VIM0
D3ZLA3	Q8BT60	O75131
O88427	Q9WUB8	O43497
Q8C581	D4A8D1	Q6ZNR0
Q6NZY4	D3ZUL8	Q9CYA6
Q6NSJ2	A0A0G2KB72	E9QAF4
Q64548	Q8K0T0	Q16799
Q3KQV9	B5DEH4	Q3TW96
P29268	Q9R1E9	P29279
A2CG63	Q4LE39
Q60803	D3Z9G0	Q8IZP6
E9QAS7	D3ZZX1	Q14642
Q96DN6	D3ZCX1	Q3TY92
Q925N6	Q7TQA1	Q8N6C5
D3ZVE5	Q91Z58	Q5T0Z8
F1LRJ8	Q9JKU8	Q8TE12
Q8NHS4	Q5XIR8	Q5M6W3
Q6ZRI0	Q8CIZ8
Q9DC40	D3ZQ30	Q9Y4R8
Q62956	P52332
A0A0H2UH93	P60755	Q7Z553
P54098	Q9QYV8	Q75WC0
D3ZCM4	Q78YY6	Q9Y5T4
Q9ERC1	Q6PFX7	Q6ZVC0
P07309	P02767	P02766
Q7TPN9	D3ZWF4	Q9BWN1
G3X934	Q5EB92	Q9NW82
Q9NXK8	Q4KM96	Q9EPX5
Q9P289	O88506	Q99JT2
Q5PQP1	Q91W59	P29558
Q3UJC8	Q6AYM1	Q96MH7
G3V6X6	Q9JJY8	Q9GZX6
P43241	Q8N196
D3ZZL3	O88325	P54802
Q6PCB7	Q6GMM8	Q60714
G3V6F7	Q80T23	Q8TDW5
Q9UK85	D4A444	Q9QZL9
Q8WUD1	P59279	Q3B7V5
Q2NKJ3	D4A261	Q5SUQ9
Q14209	M0RDX6	P56931
D3ZWN6	Q6SP97	Q8TC29
Q9BUU2	F1LXB6	Q61625
Q8NB16	D3ZKP6	Q9D2Y4
P56537	Q3KRD8	O55135
O55106	G3V6L8	O43815
Q9BXI6	Q60949	D4AC16
Q13275	A0A0G2K0S6	O88632
Q8NBV8	F1LQ42	Q9R0N6
Q6AYH3	Q99KR6	Q969K3
Q12789	F1LNV7	Q8K284
D3ZIJ5	Q9D1Q4	Q9P2X0
Q96NL0	D3ZMN5	Q6PDC0
Q9NXR8	Q498T3	Q8VEK6
Q4LFA9	F1LNH0	Q9NS98
Q9H1K0	D3ZL11	Q80Y56
Q9D4C5	D4A2G7	Q96JC9
D3ZKJ8	Q8K203	Q8TAT5
Q91XA8	F2Z3R0	Q8IYD2
D3ZZ13	Q04890	O15370
P23950	D4A3S7	Q9H9P5
Q6X893	A0A0G2K0P8	Q8WWI5
D4A631	G3X9K3	Q9Y6D6
D3ZXB3	A6H5V4	Q0VG99
G3V8V0	Q9D0J4	P36404
Q8BHP7	D3ZMR0	Q68BL7
Q8R1R3	A0A0G2JWY8	Q9NQZ5
O35174	Q9ULS6
D4A3I0	Q8K3Z9	P49790
A0A2I3BQ67	D4A3S6	Q765P7
P30411	Q9WUT7	G3V942
Q9H7X7	Q5FVJ7	Q9DAI2
P0C6A2	Q13495
Q99JW5	O55159	P16422
D4A2F6	Q8CCH2	Q5JS37
O70126	O55099	Q96GD4
A0A0G2K2V2	P22892	O43747
Q9H3D4	Q9JJP6	O88898
Q5XHY7	O88811	O75886
D3ZU19	G5E869	P52746
G3V859	Q99MU1	Q86W33
D4ACF5	Q3UQU0	Q9H8M2
Q8NA72	Q4V891	Q9DBS8
Q9BZM4	Q95565	P14429
Q9D2Y6	F1M4T6	Q8TCJ0
Q8NEX9	F1MAS7	Q8K3P0
Q9D1H9	P55083
Q8WUH6	B2RZ08	Q9DAM7
Q63802	P47810	P30291
Q8BFV3	G3V7L2	Q13115
Q8BMT4	Q86YC3	Q5BK65
Q5M9G3	Q60865	Q14444
Q5DTL9	D3ZY00	Q6U841
D3ZFM1	Q9CQE6	Q9Y294
Q8NBB4	F1M9Z0
D4ABX3	Q6R2P8	Q969S2
D4A8T3	P61924	P61923
Q9QZS3	F1LNZ2	Q8N2R8
Q6AY65	Q8K221	P53365
D3ZYN2	Q9QXL2	Q7Z4S6
Q9NPY3	O08746	F1LXS3
Q3UHI0	D4A4E5	Q9H7U1
P17026	Q9ERU2	Q9ERU3
Q8CFE4	A0A0G2JVC2	Q6P3W7
Q812C4	A8K7F6
P14543	F1LM84	P10493
Q3UM89	D4ADV2	Q6PJQ5
Q64324	G3V637	Q8WYX9
Q14657	D3ZPW6	Q9CR70
Q14202	E9PTE5	Q9JLM4
Q3V5L4	Q62772	Q8N539
Q498U0	Q99M08	Q8WVX3
E9PT11	Q9DBY5	O95503
Q99618	Q68FW2	Q99M54
Q9NVP1	Q5XHY0	Q8K363
P51146	Q8BHD0	Q14964
Q9H2J7	Q08469	Q8BG16
Q6AYW7	P70190	Q96KX2
D3ZI89	P63115
Q715S9	Q715T0	Q8N427
Q05516	Q5S3S9	Q3UQ17
P06537	P04150	E9PT44
G3X9K4	F1M6T6	O75170
A0A0R4J082	Q66HA2	Q96BA8
P33981	P35761
P11142	F1LRV4	P63017
F1LP20	Q8K1K4	Q92674
Q2VUH7	Q80Y83	Q155Q3
Q96RF0	D3ZZ38	Q91ZR2
Q86UY5	D3ZQN0	Q8K2P2
G3V868	Q91ZY2	Q9H3N8
Q923W9	F1M8J6	Q9BZ11
D4ADQ1	Q6PEE3	Q7LG56
Q8K368	D3Z840	Q9NVI1
M0R3V4	Q9CPT4	Q969H8
P08397	Q5M893	P22907
Q9Y5J1	D3ZNH2	Q5SSI6
Q9UII4	A0A0G2JTT6	E9PZP8
Q3UHK3	F1LW89	Q4ZG55
Q13639	F1LM90	P97288
Q9Z265	Q9R019	O96017
Q15274	Q5I0M2	Q91X91
Q9H2P0	Q9Z103	F1LXC0
A0A0R4J0K8	M0RCM9	Q8WU17
Q920C1	F1LQZ2
F1MA37	P07477	Q7M754
Q9UK33	D4A235	Q9DB38
P50747	D4AA38	Q920N2
Q63810	P63100	P63098
D3Z901	Q9Z117	Q8IW36
Q6P9U3	Q63829	Q9UBI1
P10124	P04917	P13609
Q9BQ52	G3V6F5	Q80Y81
Q4QQS1	Q6ZMB5
Q9CQI6	B0BNA5	Q14019
Q8BI21	Q5XIX1	Q9H0F5
O88450	Q8R5A0	Q9NRG4
O35326	Q09167	Q13243
Q92523	Q63704	Q924X2
Q9BTT6	G3V6R4	Q80VQ1
Q8K596	F1M9A2	Q9UPR5
P25322	P39948	P24385
P68372	G3V7C6	P68371
Q9UBK2	Q9QYK2	O70343
Q8WVB6	D4AC99	E9Q2M3
A0A087X002	Q07008	Q01705
Q6P736	P08579	Q9CQI7
P63084	P63083	P33763
Q8N6Y1	D4A497	F6ZNL5
P78504	G3V710	Q9QXX0
E9QKQ5	Q14693	Q5XIM8
Q5KU26	Q8K4Q8	D4A7Y1
P49207	B2RZD4	Q9D1R9
P60901	P60900	Q9QUM9
Q7TQH0	B3DMA1	Q8WWM7
Q3U284	Q5FVM1	Q9H6L2
P53582	D3ZE72	Q8BP48
F1M949	K3W4R5	Q14008
Q8K354	B2GV72	O75828
D3ZMK6	Q8K402	Q9Y458
Q9JMC8	A0A0G2K3H4	Q9H329
O75691	F1LXT3	E9QK83
P51657	P51656	P14061
Q9NR46	Q8R3V5	A0A0G2K9P4
Q3UNH4	D3ZH78	O60269
Q9R064	Q99JX3	Q9H8Y8
Q9UPY5	D4ADU2	Q9WTR6
O14733	Q8CE90	Q4KSH6
O00116	F1M9Q8	A2AL50
Q9UN72	Q91Y21	E9PSN7
G3V9Q6	Q9JJX7	O95551
A0A0G2K229	P58459	Q9H324
Q9UN36	A0A0G2JSV0	Q9QYG0
O35468	D3ZFS0	O14905
Q86XE5	D4A2K1	Q9DCU9
Q99P74	Q99P58	O00194
P50990	P42932	D4ACB8
A0A0R4J0K1	A0A0G2KAY8	O60613
Q8BHA9	Q66H78	Q8TE99
M0R4T9	Q8BRB7	Q8WYB5
Q9Z1B8	Q6MGC9	O43189
Q8BMS1	Q64428	P40939
Q9R0Q3	Q63524	Q15363
D4A6W5	Q8C119
Q01629	P26376	Q9D103
Q80ZK9	D4A7Z0	Q8N5D0
D3YZF7	F1M5N2	Q86VR7
O35799	P70387	Q30201
O95900	Q5XFW2	Q91WG3
Q8BKT8	B0BN53	Q99871
P97460	Q9UH46	P41739
P07320	P10067	P04342
Q58FA4	A0A0A0MY11	A0AVK6
P10253	M0R544	P70699
Q07009	O08529	P17655
Q5VX71	D4A231	Q8BH32
Q7RTX9	A0A0G2K058	Q8K1C7
Q9Y215	F1M6X2	O35348
D3Z3I0	Q86Y33
D3ZHD6	Q6PHZ5	Q8NDT2
Q9UF33	F1LQK6	Q62413
Q6P8I4	A0A0H2UHW4	Q8WW12
Q9D032	Q3B7C9	Q9BWW4
O00399	D4ADD8	Q9WUB4
Q61391	P07861	P08473
Q8IUE1	D4A9U2	Q99NE9
P56473	F1MAG1	O00253
Q9D0D3	D3ZPN5	Q9NVV4
D3ZET1	Q8R007	Q96NY8
Q8K007	F1LNA6	Q8IWU6
Q6PDG5	D4A510	Q8TAQ2
D3ZRE3	Q8BK63	P48729
O00762	D3ZUW6	Q9D1C1
Q6AYA8	Q99K99	Q8IY42
P0C6B3	A0A0R4J0F4	Q6ISU1
Q6P8I6	M0RE03	Q9Y6N1
Q4KMQ2	F1M5Z5	Q6P9J9
Q9NYV9	G3V966	Q7M710
Q8R023	Q9BSM1
P17426	D3ZUY8	O95782
Q5XIS8	Q8BGV8	Q9NQG6
Q9CX53	G3V972	Q8WXD5
F1LRB8	Q3THS6	P31153
Q9JM13	G3V631	Q9UJ41
Q7Z443	A0A0G2K4Q7	Q2EG98
O60299	G3V8V8	A2AHG0
Q32NY6	F2Z3S9	Q5STP9
Q8K248	Q5XIH9	Q96IR7
Q922K9	Q62662	P42685
P63096	P10824	B2RSH2
Q5XIA3	Q8BYR1	O60294
P49458	D4A511	P49962
P16381	D3ZN21	P60842
Q04656	Q64430	P18596
Q15389	F1LSB2	O08538
O08908	O88582	O00459
Q5BK49	Q9R069	P50895
D3ZH75	Q9D1F4	Q96B36
D4A5A6	P08775	P24928
Q9H4K1	R9PXY2	G3X8W0
F1MAH5	Q922D4	Q5H9R7
Q01892	P41164	A0A0G2JTM3
D3Z7P3	A0A0G2K1T0	O94925
Q14094	D4A5E4	Q9Z2V9
Q96Q27	Q8K0L0	D3Z9Z0
Q9CQW3	G3V8K8	P22891
Q9QUN6	G3X970
P00414	P05505	P00416
Q9Y2X3	Q9QZ86	Q6DFW4
P14866	P17225
P58742	D3ZNS8	Q9NRG9
Q8BGS5	D4ADL6	P10073
P83503	A1XIQ3	Q9GZU5
Q6AYN6	Q9DAR1	Q8TAZ6
Q02790	P30416	Q9QVC8
A0A0H2UHQ0	P10852	P08195
Q8K3P1	P49653	Q9UBL9
Q9BV79	A0A140TAE6	Q9DCS3
Q8NEH6	Q6AXQ8	Q61884
P08541	Q8JZZ0	Q9HAW9
P97346	D4A0M2	Q6DKJ4
Q9HAH7	D3ZWF2	Q8R089
A0A0R4J1Y3	Q9WVS2	Q9NPF4
Q8BQZ8	O88759	Q9BQ31
Q9QZI8	Q7TNK0	Q9NRX5
Q9DA03	B4F7A1	Q5U5X0
Q9CQ00	D4AEL3	Q96GE9
Q6PI98	Q5BJY3	Q8BHA0
R9PXV0	P31649	Q9NSD5
P51674	Q812E9	P35802
Q86UX7	B2GVB9	Q8K1B8
Q8BZ81	D3ZAL8	Q86VH5
D3ZDK7	Q8CHP8	A6NDG6
Q9NTI7	D4ACF3	Q80VY2
B5DEL1	A0A0R4J000
Q9DBX3	A0A0G2K0Q8	Q9UGT4
D4AAI5	Q8TEX9
Q6IG03	Q6NXH9	Q5XKE5
Q3UZG4	Q4G079	Q12904
B3DM92	A0A0R3P9D0	Q6T4P5
Q6DFX2	F1LT78	P58335
Q9R0P4	G3V8R0	O00193
P22459	G3V6L7	Q61423
Q8NHL6	D4A2D5	P26151
Q5QNQ6	D3ZHG4	Q969R2
Q8CGS4	Q9CQ10	Q9Y3E7
Q9QZ05	Q9BVS4
O94888	G5E8R8	Q924K2
Q8BU04	A0A0G2K9Q8	B2RDC9
Q9P0J1	A0A0G2QC17	Q3UV70
Q91YZ5	P24392	P28328
Q96Q15	P42346
P02454	P11087	P02452
Q9UKL0	A0A140TA98
D4A9N9	Q8CGR7	O95045
P39087	Q13002	P42260
Q99619	B5DF38	O88838
Q8R173	Q2TGK3	Q9NYG2
Q9H6T0	G3V8M2	Q8K0G8
Q969N2	D4A604	Q8BXQ2
Q9CQW7	Q96IL0
Q8VDM1	Q5PPF5	Q8N5A5
P01665	Q6PIP7
Q7M767	Q9D2M8	Q15819
F1LZH7	Q6P1E8	Q5THR3
D3ZA72	Q8BZF2	Q0D2K0
Q80V24	Q5BJP0	Q14135
D4A022	Q921Q7	Q13671
P97770	D3ZSV7	Q9BV44
O88697	P57760	O75716
Q9HBE1	D3ZX15	Q9JMG9
D3ZZ46	Q3U466	Q9NWW5
Q63470	Q61214	Q13627
P0CD94	Q8K2T4	Q6UW78
G3V9V6	Q924I3	Q9NPB9
Q8BRK9	D4A4J3	P49641
Q7Z4P5	F1MAE8	P43029
O70628	Q8QZV1	O76083
A0A0G2K0G9	P59729	Q8TB24
D3ZZV0	A0A140LI59	Q9UGM3
P09017	P02830	F1LWY9
Q5GH59	Q5GH67	Q5GH76
Q8C838	Q2MHH0	Q8IXB3
Q9Z1R3	P14630	O95445
P16118	P70266	P07953
Q9JHX0	O54828	O75916
P05164	A0A0G2K1A2	P11247
Q96JA3	D3ZY60	Q80W71
Q8WUK0	G3V7B6	Q9D0T2
Q8VHQ3	D4AA72	Q96T49
Q96IQ7	D4ADY0	Q9Z109
Q80YQ1	Q71SA3	P07996
A7MD48	F1M2T7	Q8BKA3
D3ZID8	Q99KJ0	P68543
Q6W4X9	A0A0G2K3A4	Q0VAV1
Q4KM97	P16277
Q96IZ2	Q5M828	Q8C138
A0A0G2JYP9	F6TQD1	Q495C1
Q9NWQ9	B0BN25	Q9JJ93
D4A6N9	Q8QZV7	Q9NVM9
P14141	P16015	P07451
E9Q7G0	B9ZVM9
Q9D4F8	D3ZVR0	Q9UGJ1
Q66HA4	Q3UKC1	Q86VP1
A2VDJ0	D3ZRG1	Q3U3D7
Q7Z6E9	G3V953	P97868
Q6P8X6	F1LYZ4	Q70EL3
Q99501	D3ZR69	Q8JZP9
P62775	P62774	P58546
A2AE94	G3V6G6	Q8IYJ3
Q5SDA5	P51842	P51841
Q8C050	P24723	Q64617
D3ZXN7	Q7TS73	Q6ZTI6
P40145	G3V6N0	P97490
P26196	D3ZD73	Q8R4Z6
Q1RP75	Q9CTH6	Q9Y324
P28482	P63085	P63086
Q9WUK5	Q04999	P55103
D3ZML4	Q99JY4	Q9H4I3
Q8N8U2	F1LT42	Q9D5D8
P07910	Q3U6P5
Q6Y4S4	Q7TSB7	Q15726
Q52KG4	D4A1A3	Q96K62
Q6ZPR6	E7EPI0
Q9Y278	Q80W66	Q673U1
Q3UVD6	D3ZR12	Q13884
D4AAE4	Q7TML0	Q9GZN4
Q66HK3	O35516	P23219
Q9H0B3	A0A1D5RMD1	A0A0G2K4Y7
Q96A46	G3V865	Q8R0Z5
D3YTR3	F1M5V7	Q86XN8
Q3UUV5	Q63767	Q86WV1
P78386	A7M777
Q8N3C7	F1LRN4	Q8CI96
Q9ET55	O35710	Q9UK39
B2GUU9	Q49AN0	Q9R194
G3X973	D3ZWH1	Q9NY15
Q9NQP4	M0R5N4	Q3UWL8
Q8WVD5	Q6IV57	Q99MB7
Q9JI44	Q568Y6	Q9NPF5
D3ZV49	Q9Z0E3	O43918
F1M7Z9	P60191	Q9H426
F1M3A0	E9Q9T0	Q9HCM7
Q91W82	D3ZYE1	Q96LR5
Q6GQT9	D3ZSA9	Q5JPE7
A0A0G2K0K3	Q8VIJ8	Q12980
P46013	D4A0Y6	E9PVX6
Q9CX97	Q6QI75	Q9H6Y2
